타임스탬프,A1. 귀하는 건강기능식품을 섭취하고 계시나요?,B1. 현재 섭취 중인 건강기능식품은 어떤 제품인가요?,B2. 건강기능식품을 섭취하시는 이유는 무엇인가요? (중복 선택 가능),B3. 건강기능식품을 섭취하는 빈도는 어떻게 되시나요?,B4. 건강기능식품의 섭취 시간대는 언제인가요?,B5. 섭취하고 있는 건강기능식품에 대한 전반적인 만족은 어느 정도인가요?,B6. 건강기능식품을 구매할 때 가장 중요하게 생각하는 요소는 무엇인가요?,B7. 건강기능식품을 구매할 때 주로 이용하는 채널은 무엇인가요?,"C1. 새로운 건강기능식품이 출시된다면, 어떤 점을 개선하거나 추가했으면 좋겠다고 생각하시나요?",C2. 건강기능식품에서 선호하는 주요 원료는 무엇인가요? (최대 3개 선택 가능),C4. 건강기능식품에 대한 정보를 주로 얻는 경로는 무엇인가요? (중복 선택 가능),C5. 건강기능식품에 대한 정보를 찾을 때 중요하게 생각하는 요소는 무엇인가요?,C6. 건강기능식품 원료의 출처에 대해 얼마나 중요하게 생각하시나요?,Z1. 건강기능식품을 섭취하지 않는 이유는 무엇인가요? 자유롭게 작성해 주세요.,Z2. 앞으로 건강기능식품을 구매할 의향이 있나요?,D1. 귀하의 성별은 어떻게 됩니까?,D2. 귀하의 연령은 만 몇 세 입니까?
2024-07-10 10:50,아니오,모름,피부 건강,한 달에 한 번,아침,4,구매 편의성,온라인 쇼핑몰,섭취가 편한 제품,프로바이오틱스,친구 및 가족,전문가 의견,,비용이 너무 비싸서,3,여자,42
2024-04-11 13:43,예,엑세라민,피부 건강,주 2~3회,아무때나,1,효과,약국,효과 증대,비타민 C,친구 및 가족,전문가 의견,5,nan,2,여자,34
2024-03-19 22:03,예,엑세라민,피부 건강,매일,저녁,4,가격,백화점,크기를 작게,유산균,nan,성분 분석,3,nan,,남자,37
2024-11-12 9:45,예,비타민D,피로 회복,주 1회,저녁,1,성분,백화점,크기를 작게,홍삼,친구 및 가족,성분 분석,5,건강에 문제 없어서,,남자,44
2024-11-14 14:21,예,엑세라민,다이어트,주 1회,아무때나,2,구매 편의성,nan,효과 증대,유산균,인터넷 검색,성분 분석,3,nan,,남자,27
2024-10-18 4:42,예,nan,모름,한 달에 한 번,아무때나,1,구매 편의성,마트,가격 인하,프로바이오틱스,전문가 추천,nan,2,건강에 문제 없어서,1,남자,50
2024-04-09 9:06,아니오,비타민D,피부 건강,주 1회,아무때나,2,가격,마트,섭취가 편한 제품,비타민 D,전문가 추천,성분 분석,,nan,5,남자,40
2024-11-17 12:30,예,오메가3,피부 건강,주 2~3회,점심,2,효과,약국,효과 증대,홍삼,소셜 미디어,nan,5,nan,3,남자,21
2024-01-23 6:53,예,홍삼,피부 건강,매일,nan,1,성분,백화점,크기를 작게,프로바이오틱스,소셜 미디어,가격 비교,4,nan,2,여자,41
2024-08-05 9:25,아니오,비타민D,다이어트,주 2~3회,저녁,,구매 편의성,nan,nan,홍삼,친구 및 가족,전문가 의견,2,건강에 문제 없어서,1,여자,27
2024-11-17 3:44,예,모름,면역력 강화,nan,nan,3,성분,약국,크기를 작게,유산균,전문가 추천,전문가 의견,4,효과를 믿지 않아서,4,남자,42
2024-09-22 23:39,아니오,오메가3,면역력 강화,한 달에 한 번,nan,1,구매 편의성,마트,nan,비타민 C,인터넷 검색,사용 후기,,건강에 문제 없어서,2,남자,51
2024-05-04 14:09,아니오,비타민D,피로 회복,주 1회,아무때나,5,효과,백화점,섭취가 편한 제품,프로바이오틱스,인터넷 검색,가격 비교,3,효과를 믿지 않아서,,남자,27
2024-05-24 16:25,아니오,비타민D,면역력 강화,nan,점심,,nan,nan,nan,비타민 D,인터넷 검색,성분 분석,4,비용이 너무 비싸서,2,여자,23
2024-09-12 0:36,예,홍삼,피부 건강,주 1회,아침,,구매 편의성,온라인 쇼핑몰,효과 증대,유산균,친구 및 가족,성분 분석,2,비용이 너무 비싸서,2,여자,49
2024-01-07 13:50,예,nan,피부 건강,매일,점심,5,nan,백화점,nan,프로바이오틱스,친구 및 가족,가격 비교,5,건강에 문제 없어서,4,여자,38
2024-03-05 7:18,예,모름,피부 건강,매일,nan,3,구매 편의성,nan,가격 인하,비타민 D,nan,성분 분석,1,효과를 믿지 않아서,5,여자,42
2024-08-11 5:43,아니오,루테인,피로 회복,매일,점심,,브랜드 신뢰도,약국,효과 증대,프로바이오틱스,인터넷 검색,사용 후기,4,효과를 믿지 않아서,3,남자,37
2024-05-24 7:39,예,루테인,피부 건강,주 1회,아무때나,2,효과,온라인 쇼핑몰,섭취가 편한 제품,유산균,인터넷 검색,nan,1,효과를 믿지 않아서,,여자,48
2024-06-11 5:20,아니오,비타민D,면역력 강화,nan,아침,3,가격,nan,효과 증대,프로바이오틱스,친구 및 가족,전문가 의견,,비용이 너무 비싸서,5,남자,42
2024-03-25 18:21,예,엑세라민,다이어트,매일,아무때나,5,nan,nan,가격 인하,홍삼,친구 및 가족,가격 비교,4,건강에 문제 없어서,1,여자,52
2024-11-29 22:39,아니오,모름,다이어트,nan,아침,3,가격,마트,섭취가 편한 제품,유산균,nan,전문가 의견,4,모름,,여자,66
2024-01-28 9:39,예,오메가3,모름,주 1회,nan,1,효과,백화점,크기를 작게,프로바이오틱스,nan,nan,5,효과를 믿지 않아서,3,여자,37
2024-04-06 10:57,예,엑세라민,면역력 강화,nan,아침,3,가격,마트,가격 인하,비타민 C,소셜 미디어,가격 비교,3,효과를 믿지 않아서,1,여자,63
2024-06-14 21:01,예,엑세라민,피부 건강,주 1회,아침,2,효과,온라인 쇼핑몰,섭취가 편한 제품,프로바이오틱스,전문가 추천,nan,2,모름,4,남자,52
2024-10-17 11:10,아니오,모름,다이어트,주 1회,아침,1,가격,nan,nan,홍삼,인터넷 검색,성분 분석,2,건강에 문제 없어서,5,남자,26
2024-09-18 23:12,아니오,nan,면역력 강화,한 달에 한 번,점심,4,nan,마트,효과 증대,비타민 D,인터넷 검색,성분 분석,2,효과를 믿지 않아서,,남자,47
2024-09-25 4:16,예,비타민D,다이어트,주 1회,점심,5,브랜드 신뢰도,백화점,섭취가 편한 제품,비타민 D,nan,성분 분석,,건강에 문제 없어서,2,남자,20
2024-05-19 22:26,예,비타민D,피부 건강,주 1회,nan,5,가격,온라인 쇼핑몰,효과 증대,비타민 D,nan,nan,3,효과를 믿지 않아서,3,남자,58
2024-07-24 16:49,아니오,비타민D,다이어트,주 2~3회,아침,3,nan,약국,nan,비타민 C,소셜 미디어,nan,1,nan,,남자,53
2024-11-06 13:27,아니오,비타민D,모름,매일,저녁,,구매 편의성,마트,섭취가 편한 제품,홍삼,전문가 추천,nan,2,효과를 믿지 않아서,2,남자,58
2024-07-03 12:13,아니오,루테인,모름,한 달에 한 번,nan,1,효과,온라인 쇼핑몰,크기를 작게,유산균,소셜 미디어,전문가 의견,1,nan,,여자,38
2024-05-13 17:22,예,비타민D,다이어트,한 달에 한 번,아침,4,성분,약국,가격 인하,비타민 D,전문가 추천,nan,3,건강에 문제 없어서,1,남자,50
2024-02-22 5:56,아니오,루테인,면역력 강화,한 달에 한 번,아침,1,성분,마트,섭취가 편한 제품,홍삼,인터넷 검색,성분 분석,,효과를 믿지 않아서,2,여자,32
2024-11-18 23:35,예,루테인,면역력 강화,주 2~3회,점심,5,효과,온라인 쇼핑몰,nan,프로바이오틱스,소셜 미디어,사용 후기,3,비용이 너무 비싸서,2,남자,43
2024-01-25 20:16,아니오,nan,면역력 강화,주 1회,nan,1,브랜드 신뢰도,온라인 쇼핑몰,섭취가 편한 제품,비타민 C,nan,nan,5,비용이 너무 비싸서,,여자,24
2024-02-05 19:20,예,비타민D,다이어트,매일,아침,4,가격,마트,효과 증대,홍삼,소셜 미디어,사용 후기,2,모름,4,남자,42
2024-05-24 7:39,아니오,홍삼,면역력 강화,nan,아침,,브랜드 신뢰도,온라인 쇼핑몰,섭취가 편한 제품,홍삼,소셜 미디어,성분 분석,,비용이 너무 비싸서,4,여자,38
2024-01-09 18:27,아니오,오메가3,피부 건강,주 1회,nan,3,성분,nan,크기를 작게,유산균,인터넷 검색,nan,5,nan,5,남자,20
2024-12-12 0:01,아니오,엑세라민,모름,주 2~3회,저녁,2,nan,마트,섭취가 편한 제품,홍삼,nan,전문가 의견,2,비용이 너무 비싸서,1,남자,52
2024-11-21 4:12,아니오,루테인,피부 건강,주 1회,nan,1,효과,온라인 쇼핑몰,가격 인하,유산균,nan,전문가 의견,3,비용이 너무 비싸서,4,남자,69
2024-06-19 23:47,아니오,모름,면역력 강화,주 1회,nan,2,효과,약국,섭취가 편한 제품,비타민 C,친구 및 가족,사용 후기,3,비용이 너무 비싸서,,남자,52
2024-06-25 11:18,예,모름,피부 건강,주 2~3회,저녁,5,브랜드 신뢰도,약국,효과 증대,비타민 C,친구 및 가족,전문가 의견,4,효과를 믿지 않아서,4,여자,51
2024-07-25 1:35,아니오,오메가3,면역력 강화,한 달에 한 번,nan,3,nan,nan,섭취가 편한 제품,프로바이오틱스,친구 및 가족,전문가 의견,4,모름,5,남자,47
2024-02-24 19:18,아니오,모름,다이어트,한 달에 한 번,아침,3,브랜드 신뢰도,마트,크기를 작게,유산균,인터넷 검색,전문가 의견,3,건강에 문제 없어서,3,남자,56
2024-02-22 5:56,아니오,홍삼,피부 건강,매일,nan,1,가격,온라인 쇼핑몰,nan,유산균,소셜 미디어,성분 분석,3,모름,5,여자,60
2024-07-26 12:39,예,모름,다이어트,매일,저녁,,구매 편의성,온라인 쇼핑몰,섭취가 편한 제품,비타민 D,nan,전문가 의견,1,nan,2,남자,31
2024-01-14 21:12,아니오,엑세라민,다이어트,한 달에 한 번,아무때나,3,nan,약국,섭취가 편한 제품,비타민 D,nan,가격 비교,1,효과를 믿지 않아서,2,여자,28
2024-02-09 11:01,예,엑세라민,피로 회복,nan,nan,1,구매 편의성,nan,가격 인하,프로바이오틱스,소셜 미디어,nan,5,효과를 믿지 않아서,4,여자,69
2024-09-09 19:59,아니오,루테인,면역력 강화,주 1회,점심,1,가격,약국,크기를 작게,비타민 C,nan,전문가 의견,4,비용이 너무 비싸서,4,남자,30
2024-01-15 23:31,아니오,비타민D,모름,nan,아침,2,구매 편의성,약국,nan,nan,소셜 미디어,전문가 의견,4,비용이 너무 비싸서,5,남자,52
2024-03-08 14:13,예,nan,면역력 강화,주 1회,아침,3,성분,nan,효과 증대,비타민 D,인터넷 검색,전문가 의견,3,nan,5,여자,38
2024-12-07 6:01,아니오,홍삼,모름,한 달에 한 번,점심,1,구매 편의성,마트,섭취가 편한 제품,홍삼,인터넷 검색,가격 비교,3,효과를 믿지 않아서,,남자,61
2024-05-25 1:12,예,루테인,면역력 강화,매일,점심,2,가격,온라인 쇼핑몰,nan,비타민 C,인터넷 검색,전문가 의견,5,건강에 문제 없어서,1,여자,53
2024-03-22 2:40,예,홍삼,다이어트,매일,nan,4,구매 편의성,마트,효과 증대,nan,소셜 미디어,전문가 의견,,모름,,남자,26
2024-08-19 6:37,아니오,비타민D,피부 건강,nan,점심,2,효과,백화점,크기를 작게,홍삼,소셜 미디어,nan,,효과를 믿지 않아서,2,남자,50
2024-02-18 5:28,예,모름,피부 건강,매일,아무때나,2,브랜드 신뢰도,백화점,크기를 작게,유산균,전문가 추천,가격 비교,,건강에 문제 없어서,,여자,21
2024-02-29 4:32,아니오,모름,피로 회복,한 달에 한 번,저녁,1,성분,백화점,nan,비타민 C,nan,가격 비교,4,건강에 문제 없어서,5,남자,38
2024-03-19 4:30,아니오,nan,모름,nan,점심,5,효과,nan,효과 증대,프로바이오틱스,nan,전문가 의견,1,모름,,남자,57
2024-09-24 10:44,예,비타민D,모름,주 1회,점심,5,효과,약국,크기를 작게,유산균,전문가 추천,가격 비교,,건강에 문제 없어서,3,남자,51
2024-03-26 11:53,예,루테인,모름,매일,아무때나,,가격,마트,nan,유산균,전문가 추천,사용 후기,2,nan,1,여자,29
2024-11-03 15:18,예,nan,다이어트,주 2~3회,아침,5,브랜드 신뢰도,온라인 쇼핑몰,크기를 작게,홍삼,인터넷 검색,가격 비교,5,건강에 문제 없어서,5,남자,60
2024-08-28 1:04,예,비타민D,모름,매일,아침,2,브랜드 신뢰도,백화점,크기를 작게,유산균,전문가 추천,가격 비교,,nan,4,여자,27
2024-10-01 0:34,아니오,오메가3,피부 건강,주 1회,nan,,nan,마트,크기를 작게,비타민 D,소셜 미디어,가격 비교,2,건강에 문제 없어서,,남자,45
2024-08-02 11:16,아니오,엑세라민,다이어트,nan,아무때나,1,성분,백화점,가격 인하,비타민 C,친구 및 가족,성분 분석,,비용이 너무 비싸서,5,여자,49
2024-01-03 22:09,예,nan,면역력 강화,주 1회,저녁,3,가격,백화점,효과 증대,비타민 D,소셜 미디어,성분 분석,1,건강에 문제 없어서,4,남자,30
2024-01-27 16:07,아니오,nan,모름,주 2~3회,저녁,2,성분,온라인 쇼핑몰,nan,홍삼,전문가 추천,성분 분석,1,nan,4,남자,60
2024-12-14 4:38,아니오,루테인,모름,한 달에 한 번,아무때나,2,nan,nan,nan,nan,nan,가격 비교,,건강에 문제 없어서,2,여자,39
2024-06-28 9:27,아니오,홍삼,면역력 강화,매일,저녁,,구매 편의성,약국,효과 증대,홍삼,소셜 미디어,사용 후기,2,건강에 문제 없어서,2,남자,39
2024-11-29 5:07,아니오,오메가3,모름,nan,아침,1,효과,nan,효과 증대,비타민 C,nan,가격 비교,5,건강에 문제 없어서,5,여자,28
2024-04-02 1:43,예,루테인,면역력 강화,한 달에 한 번,저녁,4,성분,마트,효과 증대,유산균,소셜 미디어,전문가 의견,2,nan,5,남자,27
2024-03-24 16:02,예,비타민D,다이어트,주 1회,저녁,2,효과,nan,효과 증대,프로바이오틱스,nan,사용 후기,5,건강에 문제 없어서,3,여자,34
2024-07-08 6:13,아니오,비타민D,피부 건강,nan,아무때나,4,가격,마트,섭취가 편한 제품,홍삼,소셜 미디어,성분 분석,,모름,1,남자,53
2024-03-04 4:59,예,비타민D,면역력 강화,한 달에 한 번,아무때나,4,구매 편의성,마트,nan,비타민 C,nan,nan,5,모름,1,여자,43
2024-08-26 5:14,예,비타민D,피로 회복,nan,저녁,5,가격,약국,섭취가 편한 제품,프로바이오틱스,친구 및 가족,사용 후기,3,nan,5,남자,52
2024-03-02 0:23,예,홍삼,면역력 강화,주 2~3회,점심,1,구매 편의성,온라인 쇼핑몰,크기를 작게,유산균,인터넷 검색,성분 분석,4,비용이 너무 비싸서,2,여자,60
2024-03-02 17:55,아니오,오메가3,모름,주 2~3회,아무때나,4,구매 편의성,약국,크기를 작게,nan,소셜 미디어,사용 후기,4,모름,,여자,60
2024-05-23 5:21,아니오,모름,다이어트,매일,nan,1,효과,nan,nan,홍삼,친구 및 가족,사용 후기,1,효과를 믿지 않아서,3,남자,64
2024-12-11 6:29,아니오,엑세라민,다이어트,매일,nan,5,가격,마트,크기를 작게,nan,인터넷 검색,가격 비교,3,모름,1,여자,59
2024-10-17 2:24,예,홍삼,면역력 강화,주 2~3회,아침,1,가격,백화점,효과 증대,비타민 C,소셜 미디어,전문가 의견,4,효과를 믿지 않아서,5,여자,46
2024-08-19 6:37,아니오,홍삼,피부 건강,nan,저녁,2,성분,백화점,섭취가 편한 제품,nan,친구 및 가족,nan,,nan,2,남자,40
2024-03-11 12:22,아니오,모름,피로 회복,주 2~3회,점심,4,가격,마트,효과 증대,nan,친구 및 가족,성분 분석,5,비용이 너무 비싸서,2,남자,24
2024-07-07 12:41,예,모름,다이어트,매일,아침,1,성분,약국,크기를 작게,비타민 C,친구 및 가족,사용 후기,5,효과를 믿지 않아서,2,남자,54
2024-01-11 5:31,아니오,엑세라민,모름,주 2~3회,저녁,3,브랜드 신뢰도,온라인 쇼핑몰,섭취가 편한 제품,비타민 C,전문가 추천,nan,2,효과를 믿지 않아서,,남자,40
2024-02-29 22:04,아니오,엑세라민,모름,주 2~3회,아무때나,1,브랜드 신뢰도,약국,효과 증대,홍삼,nan,사용 후기,2,모름,4,남자,23
2024-06-02 19:39,예,모름,피부 건강,nan,nan,4,브랜드 신뢰도,마트,nan,nan,인터넷 검색,전문가 의견,5,효과를 믿지 않아서,,남자,68
2024-05-03 11:50,예,비타민D,다이어트,한 달에 한 번,점심,5,nan,마트,효과 증대,프로바이오틱스,nan,nan,,nan,2,여자,67
2024-08-24 9:23,예,홍삼,면역력 강화,매일,nan,5,가격,온라인 쇼핑몰,크기를 작게,비타민 C,nan,성분 분석,5,nan,5,여자,35
2024-06-29 20:32,아니오,루테인,모름,nan,아무때나,4,nan,nan,섭취가 편한 제품,유산균,nan,사용 후기,2,nan,3,여자,50
2024-05-12 23:49,아니오,엑세라민,피부 건강,주 2~3회,저녁,2,가격,nan,nan,nan,친구 및 가족,전문가 의견,4,모름,,남자,45
2024-10-30 23:36,아니오,엑세라민,다이어트,주 2~3회,아무때나,2,성분,온라인 쇼핑몰,섭취가 편한 제품,비타민 C,nan,nan,1,비용이 너무 비싸서,5,남자,54
2024-05-04 14:09,예,모름,다이어트,한 달에 한 번,아무때나,5,nan,nan,nan,프로바이오틱스,전문가 추천,사용 후기,2,모름,2,여자,25
2024-07-01 7:36,예,오메가3,다이어트,매일,nan,5,nan,백화점,섭취가 편한 제품,홍삼,소셜 미디어,사용 후기,,nan,3,여자,52
2024-08-27 16:18,아니오,루테인,다이어트,매일,점심,4,nan,nan,크기를 작게,nan,친구 및 가족,성분 분석,4,모름,1,남자,40
2024-07-05 8:04,아니오,루테인,다이어트,주 1회,아무때나,2,구매 편의성,nan,nan,비타민 C,인터넷 검색,전문가 의견,4,nan,1,여자,35
2024-04-29 2:37,예,엑세라민,모름,매일,nan,5,성분,nan,가격 인하,비타민 C,소셜 미디어,가격 비교,4,건강에 문제 없어서,5,남자,66
2024-03-19 22:03,예,비타민D,피부 건강,한 달에 한 번,점심,2,브랜드 신뢰도,백화점,섭취가 편한 제품,유산균,소셜 미디어,사용 후기,3,건강에 문제 없어서,3,남자,58
2024-04-19 14:37,예,오메가3,다이어트,주 1회,저녁,5,성분,nan,섭취가 편한 제품,유산균,소셜 미디어,nan,3,효과를 믿지 않아서,5,여자,53
2024-02-17 20:42,예,루테인,피로 회복,주 1회,저녁,1,구매 편의성,백화점,효과 증대,nan,nan,성분 분석,4,비용이 너무 비싸서,3,남자,61
2024-10-20 9:19,아니오,엑세라민,피로 회복,주 2~3회,아침,3,가격,온라인 쇼핑몰,nan,비타민 C,nan,성분 분석,,건강에 문제 없어서,3,남자,34
2024-01-26 5:02,예,루테인,피부 건강,주 2~3회,nan,,성분,약국,가격 인하,nan,친구 및 가족,사용 후기,5,nan,5,남자,25
2024-04-01 16:57,아니오,nan,면역력 강화,매일,점심,1,nan,온라인 쇼핑몰,크기를 작게,비타민 C,nan,사용 후기,,모름,3,남자,21
2024-05-31 6:16,아니오,오메가3,면역력 강화,주 1회,아무때나,,브랜드 신뢰도,약국,효과 증대,유산균,nan,사용 후기,3,모름,,여자,43
2024-10-14 4:15,아니오,오메가3,면역력 강화,주 2~3회,저녁,5,브랜드 신뢰도,온라인 쇼핑몰,가격 인하,프로바이오틱스,nan,가격 비교,2,효과를 믿지 않아서,2,남자,68
2024-06-11 5:20,예,nan,피로 회복,한 달에 한 번,점심,3,가격,약국,nan,비타민 D,친구 및 가족,사용 후기,3,모름,3,남자,47
2024-11-15 16:40,예,홍삼,면역력 강화,주 2~3회,nan,3,성분,약국,가격 인하,비타민 D,친구 및 가족,전문가 의견,5,건강에 문제 없어서,,여자,20
2024-03-07 3:08,예,nan,모름,주 2~3회,아침,5,구매 편의성,마트,섭취가 편한 제품,비타민 C,전문가 추천,nan,1,모름,3,남자,20
2024-03-01 15:36,예,모름,다이어트,주 1회,저녁,5,가격,약국,섭취가 편한 제품,유산균,전문가 추천,사용 후기,3,건강에 문제 없어서,,남자,47
2024-02-02 21:11,아니오,모름,피로 회복,주 1회,점심,2,성분,약국,효과 증대,홍삼,전문가 추천,가격 비교,,건강에 문제 없어서,5,여자,55
2024-09-17 12:07,예,엑세라민,피부 건강,nan,점심,5,효과,마트,nan,홍삼,전문가 추천,nan,,비용이 너무 비싸서,1,여자,39
2024-11-09 2:50,예,오메가3,피부 건강,한 달에 한 번,점심,4,브랜드 신뢰도,nan,nan,비타민 D,소셜 미디어,성분 분석,4,효과를 믿지 않아서,4,남자,67
2024-07-12 15:26,아니오,홍삼,다이어트,주 1회,nan,5,구매 편의성,nan,가격 인하,프로바이오틱스,소셜 미디어,사용 후기,4,nan,3,남자,27
2024-01-14 21:12,예,홍삼,피로 회복,매일,nan,4,nan,마트,효과 증대,비타민 D,전문가 추천,nan,4,건강에 문제 없어서,4,여자,20
2024-02-15 16:05,아니오,루테인,면역력 강화,한 달에 한 번,nan,5,구매 편의성,백화점,nan,비타민 C,전문가 추천,성분 분석,1,효과를 믿지 않아서,3,남자,45
2024-06-13 9:56,아니오,루테인,면역력 강화,한 달에 한 번,아무때나,2,nan,약국,섭취가 편한 제품,프로바이오틱스,인터넷 검색,가격 비교,5,nan,5,남자,62
2024-03-03 20:13,아니오,nan,모름,주 1회,점심,4,구매 편의성,약국,가격 인하,홍삼,소셜 미디어,전문가 의견,2,모름,5,남자,68
2024-08-26 5:14,아니오,홍삼,모름,한 달에 한 번,저녁,1,브랜드 신뢰도,마트,크기를 작게,유산균,인터넷 검색,사용 후기,,효과를 믿지 않아서,,여자,44
2024-10-02 2:52,아니오,nan,면역력 강화,주 1회,nan,4,nan,마트,섭취가 편한 제품,유산균,인터넷 검색,전문가 의견,,효과를 믿지 않아서,3,남자,29
2024-03-21 0:21,아니오,nan,피부 건강,주 2~3회,nan,2,성분,백화점,효과 증대,비타민 C,nan,가격 비교,5,효과를 믿지 않아서,5,여자,31
2024-08-20 17:42,아니오,루테인,피부 건강,nan,점심,,nan,nan,nan,비타민 D,친구 및 가족,nan,1,모름,5,여자,60
2024-01-21 19:49,아니오,오메가3,모름,주 2~3회,nan,4,가격,온라인 쇼핑몰,섭취가 편한 제품,비타민 C,소셜 미디어,nan,4,모름,3,여자,26
2024-08-28 18:37,예,nan,다이어트,주 1회,아무때나,5,성분,nan,크기를 작게,유산균,전문가 추천,가격 비교,5,효과를 믿지 않아서,,여자,31
2024-06-22 13:09,예,비타민D,면역력 강화,주 1회,아무때나,5,가격,약국,크기를 작게,홍삼,전문가 추천,가격 비교,2,비용이 너무 비싸서,,남자,66
2024-06-15 5:47,예,오메가3,모름,주 2~3회,nan,,구매 편의성,마트,효과 증대,유산균,친구 및 가족,사용 후기,4,건강에 문제 없어서,,여자,59
2024-10-29 12:32,예,홍삼,모름,매일,점심,2,성분,백화점,섭취가 편한 제품,프로바이오틱스,소셜 미디어,성분 분석,2,모름,,남자,36
2024-11-22 15:16,아니오,홍삼,면역력 강화,매일,점심,3,구매 편의성,nan,가격 인하,nan,전문가 추천,전문가 의견,3,비용이 너무 비싸서,1,여자,24
2024-05-11 12:45,예,nan,면역력 강화,매일,점심,5,효과,백화점,섭취가 편한 제품,유산균,전문가 추천,전문가 의견,2,모름,3,여자,33
2024-12-07 6:01,아니오,오메가3,피부 건강,주 1회,아침,1,구매 편의성,nan,크기를 작게,유산균,nan,nan,4,효과를 믿지 않아서,1,남자,53
2024-01-01 0:00,예,루테인,다이어트,한 달에 한 번,nan,2,구매 편의성,약국,효과 증대,nan,인터넷 검색,nan,3,비용이 너무 비싸서,5,여자,67
2024-05-21 0:44,예,루테인,다이어트,주 1회,점심,4,가격,온라인 쇼핑몰,효과 증대,프로바이오틱스,전문가 추천,사용 후기,4,nan,1,여자,36
2024-12-21 3:14,예,모름,면역력 강화,한 달에 한 번,아무때나,4,nan,백화점,가격 인하,비타민 D,소셜 미디어,가격 비교,,건강에 문제 없어서,,남자,54
2024-05-06 18:45,아니오,홍삼,피로 회복,주 2~3회,저녁,1,효과,백화점,효과 증대,유산균,친구 및 가족,전문가 의견,4,건강에 문제 없어서,5,여자,20
2024-03-10 1:17,예,엑세라민,모름,nan,저녁,5,구매 편의성,온라인 쇼핑몰,효과 증대,비타민 C,nan,사용 후기,3,모름,1,여자,69
2024-07-03 3:27,아니오,모름,모름,한 달에 한 번,점심,2,구매 편의성,백화점,효과 증대,유산균,소셜 미디어,nan,2,건강에 문제 없어서,1,여자,69
2024-03-10 10:03,아니오,루테인,면역력 강화,매일,저녁,1,효과,백화점,효과 증대,비타민 C,nan,nan,,nan,3,남자,55
2024-07-04 5:45,예,오메가3,피로 회복,주 1회,저녁,5,효과,nan,효과 증대,프로바이오틱스,인터넷 검색,전문가 의견,1,비용이 너무 비싸서,1,여자,34
2024-05-14 10:54,예,루테인,피부 건강,주 2~3회,아침,2,성분,nan,크기를 작게,유산균,전문가 추천,nan,1,비용이 너무 비싸서,5,남자,38
2024-05-29 1:39,예,오메가3,면역력 강화,매일,아무때나,4,가격,온라인 쇼핑몰,섭취가 편한 제품,프로바이오틱스,소셜 미디어,nan,1,효과를 믿지 않아서,,남자,61
2024-10-27 16:41,아니오,모름,면역력 강화,주 2~3회,아무때나,2,효과,약국,nan,프로바이오틱스,친구 및 가족,성분 분석,1,비용이 너무 비싸서,3,남자,24
2024-12-05 1:25,예,홍삼,모름,nan,아침,,효과,백화점,효과 증대,비타민 D,인터넷 검색,가격 비교,5,모름,1,여자,38
2024-12-06 21:15,아니오,루테인,면역력 강화,주 1회,아침,3,브랜드 신뢰도,약국,nan,유산균,인터넷 검색,nan,1,nan,3,여자,62
2024-02-12 9:10,아니오,nan,면역력 강화,주 1회,저녁,2,nan,온라인 쇼핑몰,nan,비타민 C,nan,성분 분석,3,효과를 믿지 않아서,4,여자,58
2024-02-18 14:14,예,오메가3,면역력 강화,nan,nan,3,효과,온라인 쇼핑몰,크기를 작게,비타민 C,인터넷 검색,사용 후기,1,모름,3,여자,24
2024-01-21 19:49,예,홍삼,모름,주 1회,저녁,2,가격,nan,효과 증대,유산균,소셜 미디어,nan,4,모름,,남자,31
2024-07-21 18:40,아니오,엑세라민,피부 건강,한 달에 한 번,아침,3,nan,백화점,nan,nan,nan,사용 후기,1,모름,4,남자,38
2024-09-06 21:50,아니오,오메가3,피부 건강,주 2~3회,아무때나,,nan,마트,효과 증대,비타민 D,인터넷 검색,nan,2,건강에 문제 없어서,4,여자,66
2024-09-02 3:50,아니오,모름,면역력 강화,매일,저녁,4,구매 편의성,온라인 쇼핑몰,가격 인하,비타민 D,친구 및 가족,전문가 의견,3,모름,3,여자,31
2024-03-03 20:13,예,엑세라민,모름,nan,nan,5,구매 편의성,백화점,가격 인하,비타민 D,소셜 미디어,성분 분석,3,건강에 문제 없어서,5,남자,55
2024-10-29 12:32,아니오,엑세라민,피부 건강,한 달에 한 번,저녁,3,구매 편의성,약국,가격 인하,비타민 C,친구 및 가족,성분 분석,,비용이 너무 비싸서,,여자,31
2024-10-24 9:46,예,비타민D,피부 건강,매일,점심,,구매 편의성,nan,nan,프로바이오틱스,친구 및 가족,전문가 의견,5,건강에 문제 없어서,5,여자,37
2024-02-24 1:46,아니오,루테인,피부 건강,매일,저녁,3,브랜드 신뢰도,약국,가격 인하,nan,nan,가격 비교,4,모름,,여자,68
2024-01-29 20:43,아니오,오메가3,모름,nan,아침,4,효과,온라인 쇼핑몰,크기를 작게,비타민 D,전문가 추천,성분 분석,3,nan,,여자,67
2024-11-19 8:21,예,엑세라민,모름,한 달에 한 번,아무때나,3,구매 편의성,온라인 쇼핑몰,크기를 작게,비타민 C,nan,사용 후기,2,nan,5,여자,62
2024-03-18 10:58,아니오,비타민D,면역력 강화,매일,아무때나,,성분,약국,nan,비타민 C,소셜 미디어,성분 분석,1,비용이 너무 비싸서,2,여자,53
2024-03-14 19:17,예,모름,다이어트,매일,아침,,구매 편의성,온라인 쇼핑몰,효과 증대,프로바이오틱스,소셜 미디어,가격 비교,3,모름,4,남자,67
